COMP_SPECIES	START_LOCUS	END_LOCUS	NUM_LOCI	COMP_CHR	COMP_START	COMP_END	COMP_SIZE	MAP_LG	MAP_START	MAP_STOP	MAP_SIZE	MEAN_DIST_LOCI	
lcal	dDocent_Contig_333677	dDocent_Contig_146256	4	20	14200928	15821850	1620922	9	33.15	36.04	2.89	405231	
trub	dDocent_Contig_183123	dDocent_Contig_8234	2	7	184704	412675	227971	16	43.43	46.32	2.89	113986	
onil	dDocent_Contig_10572	dDocent_Contig_137144	2	18	20497476	20797146	299670	10	53.56	56.49	2.93	149835	
onil	dDocent_Contig_176482	dDocent_Contig_45279	10	19	255811	1277153	1183102	7	14.44	17.01	2.96	118310	
lcal	dDocent_Contig_117913	dDocent_Contig_45279	14	19	10622479	11548824	996050	7	14.05	17.01	2.96	71146	
dlab	dDocent_Contig_117913	dDocent_Contig_45279	10	12	10275171	11196969	992001	7	14.05	17.01	2.96	99200	
tnig	dDocent_Contig_176482	dDocent_Contig_45279	7	10	5175639	5780752	722266	7	14.44	17.01	2.96	103181	
onil	dDocent_Contig_32350	dDocent_Contig_276335	2	15	13558094	13029023	529071	11	55.97	58.94	2.97	264536	
dlab	dDocent_Contig_32350	dDocent_Contig_276335	2	17	21115001	20769863	345138	11	55.97	58.94	2.97	172569	
lcal	dDocent_Contig_32350	dDocent_Contig_276335	2	7_1	3452058	3745806	293748	11	55.97	58.94	2.97	146874	
gacu	dDocent_Contig_48611	dDocent_Contig_79517	3	3	10355819	9719984	635835	10	20.59	23.58	2.99	211945	
gacu	dDocent_Contig_34420	dDocent_Contig_12291	4	10	11643060	13450661	1807601	22	10.49	13.51	3.02	451900	
tnig	dDocent_Contig_260352	dDocent_Contig_27564	2	13	2624566	1602561	1022005	24	7.78	10.81	3.03	511003	
onil	dDocent_Contig_129569	dDocent_Contig_51099	3	18	14342013	15542327	1200314	10	40.76	43.81	3.05	400105	
dlab	dDocent_Contig_129569	dDocent_Contig_51099	3	10	15537102	16425034	887932	10	40.76	43.81	3.05	295977	
gacu	dDocent_Contig_129569	dDocent_Contig_51099	3	3	13703161	13116451	586710	10	40.76	43.81	3.05	195570	
lcal	dDocent_Contig_4216	dDocent_Contig_27189	3	18	15566232	15197571	368661	18	8.34	11.39	3.05	122887	
onil	dDocent_Contig_25808	dDocent_Contig_76476	3	18	23760972	26092107	2331135	10	62.78	65.87	3.09	777045	
trub	dDocent_Contig_22103	dDocent_Contig_4056	2	2	1969136	954814	1014322	7	1.91	5	3.09	507161	
lcal	dDocent_Contig_9384	dDocent_Contig_73664	3	1	6693065	7444344	751279	13	50.09	53.18	3.09	250426	
onil	dDocent_Contig_54103	dDocent_Contig_27564	5	7	47392785	49339207	2132423	24	7.71	10.81	3.1	426485	
lcal	dDocent_Contig_54103	dDocent_Contig_27564	7	10	19260978	20989272	1899767	24	7.71	10.81	3.1	271395	
onil	dDocent_Contig_3207	dDocent_Contig_17401	5	7	42251841	43567341	1455678	24	12.91	16.01	3.1	291136	
dlab	dDocent_Contig_3207	dDocent_Contig_17401	5	6	8487270	7060661	1426609	24	12.91	16.01	3.1	285322	
gacu	dDocent_Contig_199619	dDocent_Contig_86520	3	21	7432394	8000119	567725	8	38.06	41.16	3.1	189242	
dlab	dDocent_Contig_58669	dDocent_Contig_61318	4	14	19701472	20948181	1246709	9	42.05	45.18	3.13	311677	
lcal	dDocent_Contig_280097	dDocent_Contig_11941	5	20	18572278	17459511	1240470	9	42.05	44.85	3.13	248094	
lcal	dDocent_Contig_25202	dDocent_Contig_1254	3	8	25150600	25427462	276862	5	63.6	66.74	3.14	92287	
onil	dDocent_Contig_111953	dDocent_Contig_22567	3	2	10887518	10482139	445037	5	37.02	40.17	3.15	148346	
dlab	dDocent_Contig_83020	dDocent_Contig_19203	3	3	3515814	3892480	376666	17	5.29	8.44	3.15	125555	
lcal	dDocent_Contig_83020	dDocent_Contig_19203	4	14	3361345	3719286	357941	17	5.29	8.44	3.15	89485	
dlab	dDocent_Contig_36330	dDocent_Contig_22567	5	2	2823923	2509863	330932	5	37.02	40.17	3.15	66186	
dlab	dDocent_Contig_5207	dDocent_Contig_96847	3	17	3114266	3522709	510710	11	6.76	9.92	3.16	170237	
lcal	dDocent_Contig_20310	dDocent_Contig_386896	3	1	22952590	22954026	208227	13	54.42	57.59	3.17	69409	
onil	dDocent_Contig_146886	dDocent_Contig_34954	6	11	18843021	21604782	2761761	16	33.8	36.85	3.18	460294	
trub	dDocent_Contig_305277	dDocent_Contig_16160	3	7	13445571	13920288	474717	16	33.8	36.98	3.18	158239	
tnig	dDocent_Contig_58288	dDocent_Contig_16160	2	8	9295165	9567597	272432	16	33.8	36.98	3.18	136216	
dlab	dDocent_Contig_93991	dDocent_Contig_99931	10	20	7754644	7730890	933258	6	21.91	25.12	3.21	93326	
lcal	dDocent_Contig_93991	dDocent_Contig_73905	8	13	14346518	13639269	901182	6	21.91	25.12	3.21	112648	
tnig	dDocent_Contig_93991	dDocent_Contig_15619	5	12	641113	1194925	556484	6	21.91	25.12	3.21	111297	
lcal	dDocent_Contig_15093	dDocent_Contig_53537	5	9	18595888	18197843	728802	14	1.11	4.33	3.22	145760	
dlab	dDocent_Contig_56330	dDocent_Contig_25863	7	5	5608236	8541237	2933001	20	22.12	25.37	3.25	419000	
tnig	dDocent_Contig_21675	dDocent_Contig_35078	2	1	8232783	7917360	315423	5	22.01	25.28	3.27	157712	
lcal	dDocent_Contig_3406	dDocent_Contig_16173	4	19	14573160	15450978	1170391	7	24.09	27.4	3.31	292598	
dlab	dDocent_Contig_3406	dDocent_Contig_16173	4	12	14199736	15083294	1166024	7	24.09	27.4	3.31	291506	
gacu	dDocent_Contig_22103	dDocent_Contig_5023	3	15	13258373	16090274	2831901	7	1.91	5.25	3.34	943967	
onil	dDocent_Contig_5061	dDocent_Contig_110765	7	7	39886322	38983939	1578786	24	19.3	22.65	3.35	225541	
onil	dDocent_Contig_244551	dDocent_Contig_27419	2	10	6439054	6323022	116032	9	21.55	24.92	3.37	58016	
tnig	dDocent_Contig_8251	dDocent_Contig_11186	3	17	9883188	9227890	655298	2	49.89	53.27	3.38	218433	
lcal	dDocent_Contig_188738	dDocent_Contig_225171	6	10	18186494	18934074	747580	24	3.39	6.11	3.39	124597	
lcal	dDocent_Contig_109281	dDocent_Contig_86989	2	5	3050472	2411809	638663	4	72.89	76.28	3.39	319332	
onil	dDocent_Contig_192305	dDocent_Contig_95836	3	9	13895357	15730142	1834785	8	45.8	49.2	3.4	611595	
lcal	dDocent_Contig_192305	dDocent_Contig_16582	3	24	14240108	14367534	405524	8	45.8	49.2	3.4	135175	
trub	dDocent_Contig_8138	dDocent_Contig_15342	2	9	8866591	9093975	227384	24	23	26.4	3.4	113692	
lcal	dDocent_Contig_3156	dDocent_Contig_66601	8	19	7333214	9549492	2216278	7	6.59	10	3.41	277035	
dlab	dDocent_Contig_3156	dDocent_Contig_66601	7	12	7007679	9199720	2192041	7	6.59	10	3.41	313149	
onil	dDocent_Contig_57603	dDocent_Contig_86520	4	9	10338974	11520832	1181858	8	37.75	41.16	3.41	295465	
onil	dDocent_Contig_20865	dDocent_Contig_73600	2	18	18596985	19458689	861704	10	49.4	52.81	3.41	430852	
trub	dDocent_Contig_20865	dDocent_Contig_73600	2	22	2342578	1792206	550372	10	49.4	52.81	3.41	275186	
lcal	dDocent_Contig_372229	dDocent_Contig_6233	3	21	11432566	10273317	1159249	3	21.49	24.91	3.42	386416	
onil	dDocent_Contig_8131	dDocent_Contig_123378	4	20	19114903	17991389	1128988	23	56.12	59.58	3.46	282247	
lcal	dDocent_Contig_199454	dDocent_Contig_53191	7	16-22	892693	3068745	2176052	2	11.14	14.61	3.47	310865	
gacu	dDocent_Contig_90559	dDocent_Contig_22346	3	3	7809661	6941916	972705	10	29.07	32.54	3.47	324235	
trub	dDocent_Contig_9013	dDocent_Contig_264891	3	22	5823530	6285603	462073	10	11.59	15.1	3.51	154024	
dlab	dDocent_Contig_59561	dDocent_Contig_21226	3	11	15515382	16013884	582493	2	49.06	52.59	3.53	194164	
gacu	dDocent_Contig_59561	dDocent_Contig_21226	2	6	13068227	13454935	386708	2	49.06	52.59	3.53	193354	
onil	dDocent_Contig_89892	dDocent_Contig_212866	2	17	27721568	27798662	77094	18	25.36	28.94	3.58	38547	
trub	dDocent_Contig_19061	dDocent_Contig_79551	4	1	9085763	9562782	736956	15	20.52	24.12	3.6	184239	
lcal	dDocent_Contig_98560	dDocent_Contig_27435	5	5	8702302	8335367	556162	4	51.63	55.27	3.64	111232	
onil	dDocent_Contig_98560	dDocent_Contig_27435	2	6	8051525	8455192	403667	4	51.63	55.27	3.64	201834	
dlab	dDocent_Contig_98560	dDocent_Contig_27435	4	7	23975230	23626893	348337	4	51.63	55.27	3.64	87084	
onil	dDocent_Contig_95748	dDocent_Contig_7808	2	23	9795845	9577804	218041	12	18.54	22.18	3.64	109021	
trub	dDocent_Contig_15918	dDocent_Contig_79762	6	13	16153554	14569733	1583821	20	31.26	34.97	3.71	263970	
gacu	dDocent_Contig_123378	dDocent_Contig_79132	2	12	18179639	17534695	644944	23	59.58	63.29	3.71	322472	
lcal	dDocent_Contig_324292	dDocent_Contig_137743	3	11	18590076	18877232	287156	19	47.96	51.67	3.71	95719	
onil	dDocent_Contig_2201	dDocent_Contig_95624	2	1	2045250	3140896	1095646	20	52.65	56.37	3.72	547823	
onil	dDocent_Contig_188738	dDocent_Contig_35997	5	7	46155275	47117655	962380	24	3.39	7.11	3.72	192476	
lcal	dDocent_Contig_21681	dDocent_Contig_16265	12	17	6538454	8320071	1781617	12	11.49	14.82	3.74	148468	
dlab	dDocent_Contig_30025	dDocent_Contig_5386	3	14	1501146	3201716	1732843	17	56.44	60.19	3.75	577614	
onil	dDocent_Contig_38328	dDocent_Contig_92949	4	5	15682841	18232992	2550151	1	19.82	23.58	3.76	637538	
dlab	dDocent_Contig_6004	dDocent_Contig_84428	5	18-21	5214693	5967290	792191	8	27.54	31.31	3.77	158438	
trub	dDocent_Contig_326304	dDocent_Contig_16583	2	10	7226687	8809325	1582638	8	62.35	66.13	3.78	791319	
dlab	dDocent_Contig_214291	dDocent_Contig_95836	6	18-21	11071183	12309968	1330198	8	45.42	49.2	3.78	221700	
lcal	dDocent_Contig_8438	dDocent_Contig_135616	3	14	12810251	13276780	466529	17	50.26	54.06	3.8	155510	
onil	dDocent_Contig_20609	dDocent_Contig_31796	3	18	12446544	12765702	382041	10	35.94	39.74	3.8	127347	
dlab	dDocent_Contig_20609	dDocent_Contig_31796	4	10	13899619	14219754	374946	10	35.94	39.74	3.8	93737	
trub	dDocent_Contig_20609	dDocent_Contig_31796	3	22	85890	317574	283572	10	35.94	39.74	3.8	94524	
dlab	dDocent_Contig_97663	dDocent_Contig_137743	2	8	17836437	20374385	2537948	19	47.85	51.67	3.82	1268974	
trub	dDocent_Contig_28647	dDocent_Contig_22783	3	4	13112662	12021748	1090914	2	18.96	22.79	3.83	363638	
trub	dDocent_Contig_26491	dDocent_Contig_3528	2	21	7220028	7311491	91463	6	36.47	40.3	3.83	45732	
onil	dDocent_Contig_33316	dDocent_Contig_2268	3	5	15381203	13532424	1848779	1	14.56	18.4	3.84	616260	
dlab	dDocent_Contig_21728	dDocent_Contig_29349	5	9	17407139	17728894	448549	22	49.24	53.08	3.84	89710	
lcal	dDocent_Contig_21728	dDocent_Contig_29349	5	3	15076683	15378078	420516	22	49.24	53.08	3.84	84103	
trub	dDocent_Contig_86242	dDocent_Contig_8174	2	2	6958715	6755440	203275	7	10.06	13.9	3.84	101638	
dlab	dDocent_Contig_9392	dDocent_Contig_15311	3	10	18159389	16513719	1870964	10	48.4	52.27	3.87	623655	
onil	dDocent_Contig_9101	dDocent_Contig_24719	4	3	8843423	9396273	819132	17	26.68	30.55	3.87	204783	
gacu	dDocent_Contig_125660	dDocent_Contig_114038	2	1	27730063	27007944	722119	21	30.16	34.03	3.87	361060	
dlab	dDocent_Contig_9101	dDocent_Contig_24719	7	3	8103888	8577796	683867	17	26.68	30.55	3.87	97695	
lcal	dDocent_Contig_11380	dDocent_Contig_105322	7	8	11244322	10570551	767927	5	27.34	31.18	3.9	109704	
tnig	dDocent_Contig_4651	dDocent_Contig_6648	3	1	3680740	3539505	619586	5	10.88	14.45	3.9	206529	
tnig	dDocent_Contig_100682	dDocent_Contig_244722	4	10	3193045	4767798	1574753	7	6.9	10.5	3.91	393688	
trub	dDocent_Contig_62600	dDocent_Contig_2193	4	2	6352834	5624502	728332	7	18.25	22.2	3.95	182083	
lcal	dDocent_Contig_33971	dDocent_Contig_374147	3	11	16333469	16568234	781111	19	37.35	41.33	3.98	260370	
gacu	dDocent_Contig_17871	dDocent_Contig_42589	2	1	16835441	16465409	370032	3	8.91	12.9	3.99	185016	
onil	dDocent_Contig_38050	dDocent_Contig_17343	7	2	14451410	19003012	4551602	5	24.95	28.96	4.01	650229	
dlab	dDocent_Contig_23830	dDocent_Contig_79517	8	10	5474308	6983115	1508807	10	19.57	23.58	4.01	188601	
onil	dDocent_Contig_18098	dDocent_Contig_44561	2	19	9132958	8249177	883781	7	32.55	36.56	4.01	441891	
lcal	dDocent_Contig_9019	dDocent_Contig_47042	4	5	20543716	18127159	2416557	4	24.6	28.63	4.03	604139	
trub	dDocent_Contig_24394	dDocent_Contig_193069	4	21	14703571	14076542	631449	6	24.26	28.3	4.04	157862	
dlab	dDocent_Contig_14391	dDocent_Contig_18330	3	17	4147648	3812519	528885	11	9.92	13.99	4.07	176295	
onil	dDocent_Contig_96847	dDocent_Contig_18330	3	15	26611354	26153754	457600	11	9.92	13.99	4.07	152533	
tnig	dDocent_Contig_96847	dDocent_Contig_18330	2	14	1114819	1196809	81990	11	9.92	13.99	4.07	40995	
onil	dDocent_Contig_47561	dDocent_Contig_147070	8	16	17009003	15527360	2461889	13	27.52	31.6	4.08	307736	
lcal	dDocent_Contig_47561	dDocent_Contig_147070	9	1	19016443	17697521	2368522	13	27.52	31.6	4.08	263169	
gacu	dDocent_Contig_18098	dDocent_Contig_44561	3	15	11254002	10309155	944847	7	32.55	36.56	4.09	314949	
lcal	dDocent_Contig_29138	dDocent_Contig_161242	2	12	4992704	4754419	238285	1	50.34	54.43	4.09	119143	
gacu	dDocent_Contig_289693	dDocent_Contig_22529	2	9	7958514	6591347	1367167	4	44.17	48.29	4.12	683584	
lcal	dDocent_Contig_65087	dDocent_Contig_43813	2	7_1	9147158	8850454	296704	11	45.77	49.89	4.12	148352	
onil	dDocent_Contig_187344	dDocent_Contig_291619	7	4	25348003	22716908	2707525	19	7.49	11.64	4.15	386789	
lcal	dDocent_Contig_34198	dDocent_Contig_19146	5	13	7839607	6758798	1080809	6	37.28	41.44	4.16	216162	
gacu	dDocent_Contig_20865	dDocent_Contig_10572	3	3	11737486	10662422	1075064	10	49.4	53.56	4.16	358355	
dlab	dDocent_Contig_247362	dDocent_Contig_53537	4	19	5084026	6473685	1389659	14	0.16	4.33	4.17	347415	
dlab	dDocent_Contig_117373	dDocent_Contig_311739	9	1A	20328475	20453981	628442	1	30.97	35.16	4.19	69827	
trub	dDocent_Contig_107634	dDocent_Contig_26423	2	12	2482889	2694360	211471	22	38.58	42.78	4.2	105736	
tnig	dDocent_Contig_107634	dDocent_Contig_26423	2	21	1921872	1754129	167743	22	38.58	42.78	4.2	83872	
trub	dDocent_Contig_37716	dDocent_Contig_5563	3	13	10165792	7536561	2629231	20	52.15	56.37	4.22	876410	
tnig	dDocent_Contig_37716	dDocent_Contig_5563	3	5	10904614	12981487	2076873	20	52.15	56.37	4.22	692291	
gacu	dDocent_Contig_37716	dDocent_Contig_95624	2	2	19502342	18796270	706072	20	52.15	56.37	4.22	353036	
gacu	dDocent_Contig_29138	dDocent_Contig_165900	4	17	1719655	1990200	415297	1	50.34	54.28	4.24	103824	
lcal	dDocent_Contig_169587	dDocent_Contig_105970	5	13	25534311	25336264	1120568	6	63.08	67.34	4.26	224114	
dlab	dDocent_Contig_278262	dDocent_Contig_37716	3	5	23035738	23043196	71258	20	47.87	52.15	4.28	23753	
onil	dDocent_Contig_278262	dDocent_Contig_37716	2	1	703510	711444	7934	20	47.87	52.15	4.28	3967	
dlab	dDocent_Contig_4858	dDocent_Contig_40222	4	13	11041454	8696910	2344544	3	31.1	35.43	4.33	586136	
lcal	dDocent_Contig_4858	dDocent_Contig_40222	4	21	6096764	3791527	2305237	3	31.1	35.43	4.33	576309	
gacu	dDocent_Contig_10383	dDocent_Contig_61318	3	7	22997931	24001822	1003891	9	40.85	45.18	4.33	334630	
onil	dDocent_Contig_1288	dDocent_Contig_173	6	6	23918299	22127767	2320074	4	22.43	26.77	4.34	386679	
dlab	dDocent_Contig_301088	dDocent_Contig_132994	3	x	11821123	12291160	470037	18	35.81	40.15	4.34	156679	
lcal	dDocent_Contig_301088	dDocent_Contig_132994	3	18	7576452	8043157	466705	18	35.81	40.15	4.34	155568	
onil	dDocent_Contig_392339	dDocent_Contig_216625	10	13	27804417	30234821	2514783	24	26.89	31.24	4.35	251478	
dlab	dDocent_Contig_355276	dDocent_Contig_14602	10	22-25	7650237	10249203	2598966	23	24.52	28.88	4.36	259897	
dlab	dDocent_Contig_223192	dDocent_Contig_95424	6	14	11323399	13409302	2182142	9	26.94	31.33	4.39	363690	
lcal	dDocent_Contig_183123	dDocent_Contig_115366	3	15	6540625	6183695	623791	16	43.43	47.84	4.41	207930	
dlab	dDocent_Contig_183123	dDocent_Contig_115366	3	16	4334976	4043705	560909	16	43.43	47.84	4.41	186970	
onil	dDocent_Contig_84423	dDocent_Contig_193069	8	12	11729920	13202988	1702659	6	24.26	28.3	4.43	212832	
lcal	dDocent_Contig_7326	dDocent_Contig_400317	3	1	24913035	24829724	120276	13	3.56	7.69	4.43	40092	
gacu	dDocent_Contig_8219	dDocent_Contig_28149	2	18	13196650	12510522	686128	11	59.28	63.74	4.46	343064	
lcal	dDocent_Contig_89624	dDocent_Contig_33242	6	6	20990231	19942309	1047922	23	17.45	21.93	4.48	174654	
onil	dDocent_Contig_4692	dDocent_Contig_63722	5	16	9059779	8493523	1017657	13	50.47	54.58	4.49	203531	
tnig	dDocent_Contig_127992	dDocent_Contig_3187	2	15	645979	1472284	826305	10	53.56	58.07	4.51	413153	
dlab	dDocent_Contig_123378	dDocent_Contig_166423	2	22-25	24875609	24213385	662224	23	59.58	64.09	4.51	331112	
gacu	dDocent_Contig_2154	dDocent_Contig_64895	4	3	3689176	4840870	1151694	10	12.64	17.16	4.52	287924	
lcal	dDocent_Contig_12730	dDocent_Contig_13057	6	9	14829263	13270715	1674538	14	14	18.53	4.53	279090	
lcal	dDocent_Contig_2205	dDocent_Contig_392339	5	10	11864960	10498055	1618304	24	22.34	26.89	4.55	323661	
lcal	dDocent_Contig_89892	dDocent_Contig_115070	3	18	3116186	2012780	1103406	18	25.36	29.92	4.56	367802	
gacu	dDocent_Contig_145411	dDocent_Contig_20664	2	7	355664	69965	285699	17	52.72	57.28	4.56	142850	
onil	dDocent_Contig_28930	dDocent_Contig_5320	5	2	21352084	21477953	125869	5	18.35	22.92	4.57	25174	
gacu	dDocent_Contig_28930	dDocent_Contig_73723	6	4	12540949	12581184	114109	5	18.35	22.92	4.57	19018	
gacu	dDocent_Contig_87984	dDocent_Contig_276307	6	11	7732558	10409878	2677320	19	21.54	26.12	4.58	446220	
dlab	dDocent_Contig_38328	dDocent_Contig_35436	6	1A	13498714	16627391	3128677	1	19.82	24.44	4.62	521446	
lcal	dDocent_Contig_11448	dDocent_Contig_288916	11	2	172336	3058409	2886073	20	32.49	37.13	4.64	262370	
lcal	dDocent_Contig_382081	dDocent_Contig_74363	3	7_1	10637065	9816562	820503	11	37.11	41.75	4.64	273501	
onil	dDocent_Contig_52450	dDocent_Contig_55010	6	23	12944603	15015912	2360599	12	11.49	16.08	4.66	393433	
gacu	dDocent_Contig_225171	dDocent_Contig_27564	4	19	17749907	19397551	1677770	24	6.11	10.81	4.7	419443	
lcal	dDocent_Contig_360249	dDocent_Contig_294967	2	23	13405657	13893802	488145	15	39.31	44.04	4.73	244073	
gacu	dDocent_Contig_35078	dDocent_Contig_2858	3	4	8409993	10924634	2514641	5	25.28	30.07	4.79	838214	
trub	dDocent_Contig_35078	dDocent_Contig_2858	4	14	2321745	4300257	1978512	5	25.28	30.07	4.79	494628	
lcal	dDocent_Contig_36330	dDocent_Contig_325432	10	8	17915773	19132435	1715615	5	37.02	41.85	4.83	171562	
dlab	dDocent_Contig_17977	dDocent_Contig_64259	2	5	21989130	22010542	21412	20	43.11	47.95	4.84	10706	
trub	dDocent_Contig_93961	dDocent_Contig_165225	2	18	2682613	2753051	70438	18	64.53	69.38	4.85	35219	
dlab	dDocent_Contig_104757	dDocent_Contig_74363	3	17	16517099	16837312	320213	11	36.88	41.75	4.87	106738	
dlab	dDocent_Contig_221136	dDocent_Contig_25202	2	2	20342086	19187642	1154444	5	58.67	63.6	4.93	577222	
lcal	dDocent_Contig_91476	dDocent_Contig_30738	3	3	1941604	2784225	1029155	22	3.53	8.46	4.93	343052	
dlab	dDocent_Contig_91476	dDocent_Contig_30738	2	9	3742314	4741766	999452	22	3.53	8.46	4.93	499726	
gacu	dDocent_Contig_249952	dDocent_Contig_95836	4	21	8876661	10357905	1481244	8	44.25	49.2	4.95	370311	
onil	dDocent_Contig_5145	dDocent_Contig_374147	3	4	8051951	6990564	1061387	19	36.36	41.33	4.97	353796	
onil	dDocent_Contig_308023	dDocent_Contig_289693	3	6	16300570	13265596	3034974	4	39.18	44.17	4.99	1011658	
gacu	dDocent_Contig_255676	dDocent_Contig_3903	3	1	20213316	20678055	464739	21	42.41	47.4	4.99	154913	
tnig	dDocent_Contig_33115	dDocent_Contig_4056	3	10	2375131	1204186	1170945	7	0	5	5	390315	
tnig	dDocent_Contig_28251	dDocent_Contig_86520	4	6	4025827	3995865	543142	8	36.15	41.16	5.01	135786	
onil	dDocent_Contig_3662	dDocent_Contig_326304	2	9	16522820	17327423	804603	8	57.31	62.35	5.04	402302	
dlab	dDocent_Contig_21978	dDocent_Contig_11122	3	x	3480124	4322595	842471	18	5.67	10.72	5.05	280824	
onil	dDocent_Contig_233200	dDocent_Contig_10414	3	23	16537055	19921903	3384848	12	21.06	26.15	5.09	1128283	
onil	dDocent_Contig_30664	dDocent_Contig_14602	10	20	11884430	15118941	3234511	23	23.79	28.88	5.09	323451	
dlab	dDocent_Contig_332250	dDocent_Contig_143868	8	18-21	1472301	3430785	1958484	8	17.62	22.58	5.11	244811	
dlab	dDocent_Contig_38050	dDocent_Contig_2858	10	2	5992476	9159935	3225967	5	24.95	30.07	5.12	322597	
dlab	dDocent_Contig_59839	dDocent_Contig_108413	5	15	3215882	4099933	884051	13	3.56	8.69	5.13	176810	
onil	dDocent_Contig_8373	dDocent_Contig_182805	3	15	4016352	3156842	859510	11	45.77	50.9	5.13	286503	
dlab	dDocent_Contig_8373	dDocent_Contig_182805	3	17	12058757	12890151	831394	11	45.77	50.9	5.13	277131	
dlab	dDocent_Contig_6814	dDocent_Contig_324047	2	6	17273498	17587017	313519	24	40.63	45.76	5.13	156760	
dlab	dDocent_Contig_112900	dDocent_Contig_23306	6	4	11282117	10944593	1169822	12	32.89	37.97	5.16	194970	
dlab	dDocent_Contig_32931	dDocent_Contig_13302	2	1B	4677183	5694772	1017589	15	42.48	47.65	5.17	508795	
trub	dDocent_Contig_32931	dDocent_Contig_13302	2	1	7472146	8169118	696972	15	42.48	47.65	5.17	348486	
trub	dDocent_Contig_33316	dDocent_Contig_2275	2	19	11800775	11478770	322005	1	14.56	19.82	5.26	161003	
onil	dDocent_Contig_156793	dDocent_Contig_21841	3	7	19635241	22276486	3931599	14	31.35	36.62	5.27	1310533	
dlab	dDocent_Contig_159288	dDocent_Contig_21388	3	11	803490	52222	751268	2	4.95	10.23	5.28	250423	
tnig	dDocent_Contig_12674	dDocent_Contig_85216	2	15	2443533	2300586	142947	10	19.91	25.19	5.28	71474	
tnig	dDocent_Contig_69792	dDocent_Contig_341717	2	14	2452222	4002959	1550737	11	49.89	55.18	5.29	775369	
dlab	dDocent_Contig_43813	dDocent_Contig_341717	2	17	15836444	15876177	39733	11	49.89	55.18	5.29	19867	
gacu	dDocent_Contig_43813	dDocent_Contig_341717	2	18	9098661	9062263	36398	11	49.89	55.18	5.29	18199	
gacu	dDocent_Contig_128151	dDocent_Contig_104204	3	5	2259356	2796401	537045	15	3.96	9.27	5.31	179015	
lcal	dDocent_Contig_128151	dDocent_Contig_104204	3	23	6180551	5693039	487512	15	3.96	9.27	5.31	162504	
gacu	dDocent_Contig_359111	dDocent_Contig_173	6	9	14984088	12789094	2194994	4	21.45	26.77	5.32	365832	
lcal	dDocent_Contig_31290	dDocent_Contig_958	7	7_1	12807326	11727315	1080011	11	28.86	34.21	5.35	154287	
gacu	dDocent_Contig_31290	dDocent_Contig_958	7	18	10905378	10148467	756911	11	28.86	34.21	5.35	108130	
onil	dDocent_Contig_13907	dDocent_Contig_89624	2	20	9696596	9589451	107145	23	12.09	17.45	5.36	53573	
onil	dDocent_Contig_113253	dDocent_Contig_349748	2	9	1261944	1831136	569192	8	5.56	10.93	5.37	284596	
lcal	dDocent_Contig_20883	dDocent_Contig_93961	2	18	9406233	10247013	840780	18	59.15	64.53	5.38	420390	
dlab	dDocent_Contig_14575	dDocent_Contig_3969	2	15	4597137	4595699	1438	13	11.17	16.56	5.39	719	
lcal	dDocent_Contig_9101	dDocent_Contig_21292	9	15	19987749	20801847	1031540	17	26.68	32.08	5.4	114616	
tnig	dDocent_Contig_39883	dDocent_Contig_8987	5	9	6363246	4008136	2413012	23	26.4	31.82	5.42	482602	
gacu	dDocent_Contig_8138	dDocent_Contig_25110	6	19	6288132	7677412	1389280	24	23	28.43	5.43	231547	
onil	dDocent_Contig_69113	dDocent_Contig_29349	7	22	10746459	7860254	3023830	22	47.63	53.08	5.45	431976	
gacu	dDocent_Contig_131719	dDocent_Contig_112107	2	19	10876903	10759834	117069	24	49.15	54.67	5.52	58535	
tnig	dDocent_Contig_131719	dDocent_Contig_112107	2	13	12149454	12065406	84048	24	49.15	54.67	5.52	42024	
dlab	dDocent_Contig_79551	dDocent_Contig_382805	4	1B	7717547	9092875	1375328	15	24.12	29.7	5.58	343832	
gacu	dDocent_Contig_66352	dDocent_Contig_384346	4	7	11878203	13635885	1757682	9	10.33	15.93	5.6	439421	
trub	dDocent_Contig_289693	dDocent_Contig_98257	3	17	8795764	7296712	1499052	4	44.17	49.77	5.6	499684	
trub	dDocent_Contig_61920	dDocent_Contig_167913	3	6	1157296	2271388	1114092	14	37.12	42.72	5.6	371364	
tnig	dDocent_Contig_406	dDocent_Contig_167913	2	4	9811951	8771776	1040175	14	37.12	42.72	5.6	520088	
dlab	dDocent_Contig_9044	dDocent_Contig_388381	5	4	9215844	7443799	1971871	12	39.27	44.52	5.63	394374	
lcal	dDocent_Contig_197331	dDocent_Contig_14848	8	11	13935379	15355945	1496258	19	30.96	36.43	5.64	187032	
gacu	dDocent_Contig_14595	dDocent_Contig_183092	3	15	1302714	851930	450784	7	44.63	50.27	5.64	150261	
trub	dDocent_Contig_26947	dDocent_Contig_101213	6	6	4092618	3092050	1010014	14	14	19.68	5.68	168336	
onil	dDocent_Contig_21978	dDocent_Contig_27189	3	17	6279013	4552797	1726216	18	5.67	11.39	5.72	575405	
lcal	dDocent_Contig_8173	dDocent_Contig_3891	8	19	12527548	13725840	1204798	7	18.25	23.98	5.73	150600	
dlab	dDocent_Contig_48412	dDocent_Contig_3891	6	12	12351094	13394417	1197704	7	18.25	23.98	5.73	199617	
dlab	dDocent_Contig_165474	dDocent_Contig_212866	5	x	6339767	7241505	955801	18	23.11	28.94	5.83	191160	
