locus,map_chr,map_prop,map_pos,dlab_chr,dlab_prop,dlab_pos,poli_chr,poli_prop,poli_pos,gacu_chr,gacu_prop,gacu_pos,lcal_chr,lcal_prop,lcal_pos,trub_chr,trub_prop,trub_pos,tnig_chr,tnig_prop,tnig_pos,csem_chr,csem_prop,csem_pos,onil_chr,onil_prop,onil_pos,
dDocent_Contig_32419,3,0.362,24.6,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_87568,19,0.418,24.27,,,,10,0.075,1629025,,,,,,,,,,,,,,,,,,,
dDocent_Contig_895,12,0.377,26.72,,,,23,0.064,1881105,,,,,,,,,,,,,,,,,,,
dDocent_Contig_230503,5,0.842,56.19,,,,12,0.165,4232677,,,,,,,,,,,,,,,,,,,
dDocent_Contig_393412,3,0.079,5.35,13,0.888,24521656,21,0.919,23266313,,,,21,0.681,19536771,,,,,,,,,,,,,
dDocent_Contig_72785,20,0.548,38.37,5,0.531,17304074,7,0.687,20308525,,,,2,0.117,3556380,,,,,,,,,,,,,
dDocent_Contig_15309,13,0.522,33.62,15,0.581,14850018,15,0.667,15866118,16,0.484,8767829,1,0.638,16396526,1,0.605,14070751,2,0.581,12545117,16,0.497,9336203,,,,
dDocent_Contig_31850,21,0.352,22.66,,,,14,0.679,7571009,,,,,,,,,,,,,,,,,,,
dDocent_Contig_61954,15,0.530,39.39,1B,0.342,6159575,4,0.367,6970080,,,,23,0.452,8219134,1,0.365,8491647,,,,8,0.334,10083518,8,0.408,12004227,
dDocent_Contig_32102,23,0.490,32.04,22-25,0.485,12817660,17,0.887,22341275,,,,6,0.474,13239837,3,0.522,6836814,,,,,,,20,0.814,25606788,
dDocent_Contig_56593,16,0.256,17.49,16,0.952,24570909,6,0.772,18999540,,,,15,0.577,17759124,,,,,,,13,0.866,18992688,,,,
dDocent_Contig_191599,4,0.291,22.21,,,,5,0.467,12062334,,,,5,0.742,21504221,,,,,,,,,,,,,
dDocent_Contig_120015,2,0.721,40.6,11,0.528,13851194,3,0.340,7897203,6,0.694,11854671,16-22,0.455,11773722,,,,,,,12,0.204,3749932,13,0.722,23684207,
dDocent_Contig_14429,8,0.711,51.6,18-21,0.573,9431831,18,0.361,7012930,21,0.712,8340893,24,0.642,12718239,10,0.561,5115750,6,0.617,4334314,3,0.677,11008405,9,0.572,11997429,
dDocent_Contig_52394,19,0.238,13.83,8,0.578,13336920,10,0.640,13984456,,,,,,,,,,,,,,,,,,,
dDocent_Contig_17168,7,0.881,50.33,12,0.660,15342829,,,,15,0.554,8978768,19,0.642,15734553,2,0.368,4198266,,,,1,0.309,10680691,19,0.195,5284995,
dDocent_Contig_56759,13,0.764,49.16,,,,15,0.327,7781198,,,,,,,,,,,,,,,,,,,
dDocent_Contig_15153,1,0.473,30.97,,,,1,0.078,2167573,,,,12,0.862,23994408,19,0.414,5866495,,,,11,0.096,1962872,5,0.702,26263587,
dDocent_Contig_30539,11,0.251,16.59,17,0.224,5130304,2,0.079,1615130,18,0.131,2128154,7_1,0.763,17734811,16,0.253,2609968,14,0.851,8721249,7,0.206,2845860,15,0.917,24469621,
dDocent_Contig_11109,18,0.606,43.35,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_28276,5,0.719,47.98,,,,12,0.452,11622676,,,,,,,,,,,,,,,,,,,
dDocent_Contig_130064,14,0.790,42.01,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_25536,22,0.501,38,9,0.566,12658974,22,0.503,10049435,10,0.522,8177247,3,0.446,10487894,,,,,,,18,0.641,9747796,22,0.525,13856150,
dDocent_Contig_63921,10,0.221,14.54,10,0.349,8383356,11,0.114,2603739,,,,4,0.654,16704330,,,,,,,,,,,,,
dDocent_Contig_65214,5,0.953,63.6,,,,12,0.127,3263479,,,,,,,,,,,,,,,,,,,
dDocent_Contig_194468,18,0.427,30.57,x,0.424,7538054,16,0.640,10979054,,,,18,0.174,3334068,,,,,,,,,,,,,
dDocent_Contig_95624,20,0.805,56.37,5,0.675,22000615,7,0.808,23869248,2,0.807,18796270,2,0.269,8167167,,,,,,,,,,1,0.101,3140896,
dDocent_Contig_17645,5,0.879,58.67,2,0.905,23737988,12,0.167,4299093,,,,8,0.821,21282738,,,,,,,,,,,,,
dDocent_Contig_36882,7,0.115,6.59,12,0.322,7482117,8,0.307,5018399,15,0.250,4046232,19,0.318,7804889,,,,,,,1,0.013,434326,19,0.593,16116103,
dDocent_Contig_221136,5,0.879,58.67,2,0.776,20342086,12,0.099,2536717,,,,8,0.929,24091465,,,,,,,,,,2,0.141,3534482,
dDocent_Contig_146041,23,0.402,26.33,22-25,0.308,8147945,17,0.235,5930369,,,,6,0.651,18172404,,,,,,,,,,,,,
dDocent_Contig_145411,17,0.867,52.72,14,0.002,55330,,,,7,0.013,355664,,,,,,,,,,1,0.819,28289757,,,,
dDocent_Contig_99931,6,0.354,25.12,20,0.272,7730890,23,0.624,18285263,13,0.600,12050296,13,0.526,14324192,,,,,,,Z,0.872,19099137,12,0.332,11500329,
dDocent_Contig_18098,7,0.570,32.55,12,0.799,18566187,,,,15,0.695,11254002,19,0.768,18830225,2,0.003,30152,,,,1,0.411,14177633,19,0.336,9132958,
dDocent_Contig_19554,18,0.617,44.16,x,0.760,13505607,16,0.067,1149984,,,,18,0.479,9202026,,,,,,,,,,,,,
dDocent_Contig_167913,14,0.803,42.72,19,0.871,20214282,13,0.827,16362196,,,,9,0.217,4993033,6,0.241,2271388,4,0.888,8771776,,,,7,0.558,28494433,
dDocent_Contig_16443,6,0.708,50.31,20,0.575,16319657,23,0.259,7593929,13,0.868,17441406,13,0.086,2341113,,,,,,,Z,0.363,7951230,12,0.753,26120918,
dDocent_Contig_14391,11,0.150,9.92,17,0.181,4147648,2,0.030,618697,,,,7_1,0.803,18686860,16,0.203,2096264,14,0.889,9112258,,,,15,0.966,25769187,
dDocent_Contig_178965,22,0.000,0,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_98560,4,0.677,51.63,7,0.842,23975230,5,0.170,4382112,,,,5,0.300,8702302,,,,,,,9,0.956,18753180,6,0.219,8051525,
dDocent_Contig_91516,12,0.209,14.82,4,0.693,19098302,24,0.418,9521283,,,,17,0.299,8263458,,,,,,,,,,,,,
dDocent_Contig_200617,1,0.913,59.75,,,,1,0.743,20668273,,,,,,,,,,,,,,,,,,,
dDocent_Contig_14240,7,0.729,41.65,12,0.840,19517524,,,,,,,19,0.804,19723699,,,,,,,,,,19,0.403,10935535,
dDocent_Contig_307589,1,0.000,0,1A,0.101,2920760,1,0.137,3804254,17,0.867,12653866,12,0.332,9241347,19,0.163,2317725,,,,,,,,,,
dDocent_Contig_92660,20,0.433,30.33,5,0.376,12247960,7,0.133,3919767,2,0.532,12390538,2,0.925,28115188,,,,,,,5,0.714,13769237,1,0.458,14300098,
dDocent_Contig_331327,16,0.490,33.43,16,0.346,8922162,6,0.052,1278834,20,0.637,12576173,15,0.364,11204794,,,,8,0.836,8789106,13,0.244,5349405,11,0.468,15644280,
dDocent_Contig_15699,10,0.536,35.28,,,,11,0.553,12585580,,,,,,,,,,,,,,,,,,,
dDocent_Contig_23998,14,0.137,7.26999999999999,19,0.304,7045616,13,0.535,10576087,,,,9,0.767,17644090,,,,,,,,,,,,,
dDocent_Contig_386286,6,0.469,33.31,20,0.215,6096322,23,0.566,16600560,13,0.534,10717366,13,0.467,12723481,21,0.942,14035589,,,,,,,12,0.382,13257189,
dDocent_Contig_14922,22,0.726,55.09,9,0.851,19041008,22,0.208,4153073,10,0.201,3142392,3,0.710,16687469,,,,,,,18,0.223,3385138,22,0.138,3654848,
dDocent_Contig_268904,20,0.309,21.64,5,0.149,4874775,7,0.440,13001171,,,,2,0.672,20428269,,,,,,,,,,1,0.721,22503339,
dDocent_Contig_81386,20,0.533,37.28,,,,7,0.163,4803534,,,,,,,,,,,,,,,,,,,
dDocent_Contig_212866,18,0.404,28.94,x,0.407,7241505,16,0.658,11293511,4,0.624,20366412,18,0.182,3484818,18,0.898,7234645,,,,8,0.874,26359199,17,0.876,27798662,
dDocent_Contig_375508,2,0.220,12.38,11,0.130,3420499,3,0.255,5919228,,,,,,,,,,,,,,,,,,,
dDocent_Contig_10944,23,0.042,2.71999999999999,,,,17,0.802,20203372,,,,,,,,,,,,,,,,,,,
dDocent_Contig_117373,1,0.473,30.97,1A,0.700,20328475,1,0.701,19504234,17,0.376,5492230,12,0.940,26178319,19,0.618,8773218,11,0.286,3422833,11,0.605,12418716,5,0.913,34152682,
dDocent_Contig_63358,20,0.332,23.21,5,0.195,6350694,7,0.493,14581631,,,,2,0.737,22392531,,,,,,,,,,,,,
dDocent_Contig_30404,7,0.243,13.9,12,0.491,11416193,8,0.785,12851766,,,,19,0.479,11755522,,,,,,,,,,19,0.055,1502897,
dDocent_Contig_7358,4,0.064,4.9,7,0.194,5514815,5,0.677,17509119,9,0.505,10235078,5,0.931,26951408,17,0.312,3484348,18,0.134,1482838,9,0.930,18252629,6,0.879,32277635,
dDocent_Contig_24774,9,0.807,63.37,14,0.890,25279224,20,0.020,450760,,,,20,0.131,3104837,,,,,,,,,,10,0.836,14282526,
dDocent_Contig_9844,19,0.509,29.52,,,,10,0.496,10836857,11,0.712,11899551,11,0.552,12848056,,,,,,,,,,,,,
dDocent_Contig_113458,11,0.492,32.45,,,,2,0.692,14186371,,,,,,,,,,,,,,,,,,,
dDocent_Contig_172657,1,0.727,47.61,1A,0.832,24170128,1,0.776,21591334,,,,12,0.235,6554508,,,,,,,11,0.789,16187776,5,0.797,29781754,
dDocent_Contig_11249,23,0.162,10.6,22-25,0.115,3045068,17,0.740,18633913,12,0.816,15016047,6,0.831,23203112,,,,,,,10,0.773,16241031,20,0.215,6758478,
dDocent_Contig_168364,1,0.222,14.56,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_5747,19,0.437,25.35,8,0.380,8766453,10,0.392,8572028,,,,11,0.426,9926116,,,,,,,,,,,,,
dDocent_Contig_220734,8,0.033,2.39,,,,18,0.723,14036598,,,,24,0.260,5156753,,,,,,,3,0.095,1545374,,,,
dDocent_Contig_96376,4,0.550,41.96,,,,5,0.128,3299265,,,,,,,,,,,,,,,,,,,
dDocent_Contig_105366,12,0.947,67.06,,,,24,0.940,21427054,,,,,,,,,,,,,,,,,,,
dDocent_Contig_16298,1,0.885,57.91,,,,1,0.784,21798632,,,,,,,,,,,,,,,,,,,
dDocent_Contig_232983,7,0.824,47.1,,,,8,0.132,2157741,,,,19,0.885,21702327,,,,,,,,,,,,,
dDocent_Contig_3933,11,0.487,32.12,17,0.472,10812021,2,0.697,14285168,18,0.644,10487669,7_1,0.524,12181437,,,,,,,7,0.333,4601586,15,0.639,17040879,
dDocent_Contig_63675,23,0.894,58.49,,,,17,0.029,728032,,,,,,,,,,,,,,,,,,,
dDocent_Contig_157649,8,0.465,33.78,18-21,0.450,7401053,18,0.265,5149997,21,0.578,6771637,24,0.543,10755845,,,,,,,3,0.261,4234566,,,,
dDocent_Contig_6473,7,0.118,6.75,12,0.344,7994175,8,0.274,4488067,,,,19,0.339,8308202,,,,,,,,,,19,0.613,16636527,
dDocent_Contig_593,10,0.991,65.25,,,,11,0.677,15416021,,,,,,,,,,,,,,,,,,,
dDocent_Contig_84608,12,0.877,62.11,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_175960,22,0.632,47.96,9,0.680,15215843,22,0.369,7370040,10,0.353,5528200,3,0.552,12971531,12,0.213,2275917,21,0.364,2125181,18,0.398,6059823,22,0.410,10820032,
dDocent_Contig_57444,1,0.212,13.88,1A,0.295,8564577,1,0.438,12180626,17,0.708,10332618,12,0.530,14754683,,,,11,0.829,9908738,11,0.556,11416604,5,0.273,10191888,
dDocent_Contig_21556,20,0.309,21.65,5,0.164,5344431,7,0.457,13508386,2,0.766,17842404,2,0.704,21390416,13,0.297,5040493,,,,,,,1,0.704,21957714,
dDocent_Contig_339518,16,0.975,66.52,,,,6,0.387,9531766,,,,15,0.159,4891381,,,,,,,,,,11,0.975,32612108,
dDocent_Contig_18089,23,0.676,44.22,,,,17,0.545,13724943,,,,6,0.309,8618510,,,,,,,,,,,,,
dDocent_Contig_50732,15,0.249,18.54,1B,0.742,13353441,4,0.423,8021639,5,0.263,3225015,23,0.288,5232415,,,,,,,8,0.224,6748011,8,0.959,28235449,
dDocent_Contig_133552,4,0.272,20.72,,,,5,0.708,18296824,,,,,,,,,,,,,,,,,,,
dDocent_Contig_16362,15,0.630,46.85,,,,4,0.680,12914602,,,,,,,,,,,,,,,,,,,
dDocent_Contig_64197,2,0.506,28.51,11,0.446,11690402,3,0.927,21501032,,,,16-22,0.374,9679972,,,,,,,,,,13,0.641,21018949,
dDocent_Contig_84812,24,0.478,30.9,,,,19,0.673,17765075,,,,,,,,,,,,,,,,,,,
dDocent_Contig_305,20,0.500,34.97,,,,7,0.179,5296498,,,,,,,,,,,,,,,,,,,
dDocent_Contig_151637,23,0.593,38.82,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_103437,20,0.358,25.06,,,,7,0.549,16235552,,,,,,,,,,,,,,,,,,,
dDocent_Contig_40222,3,0.522,35.43,13,0.315,8696910,21,0.332,8395905,1,0.097,2728997,21,0.132,3791527,,,,,,,,,,,,,
dDocent_Contig_55735,7,0.284,16.25,12,0.477,11090321,8,0.806,13197072,15,0.326,5277581,19,0.466,11433754,2,0.619,7060017,,,,1,0.141,4861185,19,0.043,1162298,
dDocent_Contig_223621,17,0.102,6.23,,,,9,0.050,749722,,,,14,0.251,3527849,,,,,,,,,,,,,
dDocent_Contig_198366,4,0.960,73.22,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_32210,9,0.446,35.01,14,0.560,15907338,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_5061,24,0.299,19.3,6,0.379,10693059,19,0.546,14399055,19,0.628,12702145,10,0.463,12929021,,,,,,,,,,7,0.781,39886322,
dDocent_Contig_197457,11,0.773,51.02,,,,2,0.857,17565355,,,,,,,,,,,,,,,,,,,
dDocent_Contig_6914,1,0.373,24.44,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_16360,1,0.872,57.08,,,,1,0.890,24758055,,,,12,0.054,1507587,,,,,,,,,,5,0.945,35338031,
dDocent_Contig_114962,20,0.402,28.17,,,,7,0.577,17061835,,,,2,0.818,24862993,,,,,,,,,,,,,
dDocent_Contig_28577,11,0.334,22.06,17,0.312,7137891,2,0.174,3564832,,,,7_1,0.680,15815867,,,,,,,,,,15,0.832,22196656,
dDocent_Contig_224535,4,0.809,61.7,7,0.052,1487321,5,0.976,25227519,9,0.952,19277033,5,0.063,1820963,17,0.428,4789164,,,,9,0.018,345243,6,0.103,3769897,
dDocent_Contig_303916,22,0.490,37.22,,,,22,0.526,10509879,,,,,,,,,,,,,,,,,,,
dDocent_Contig_395312,22,0.946,71.83,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_8520,6,0.246,17.47,20,0.047,1344079,23,0.709,20768237,13,0.700,14065366,13,0.613,16699963,,,,,,,,,,12,0.250,8654117,
dDocent_Contig_18347,23,0.152,9.92,22-25,0.132,3496638,17,0.725,18267270,12,0.774,14244337,6,0.816,22775542,,,,,,,,,,,,,
dDocent_Contig_164099,7,0.437,24.97,,,,2,0.980,20080926,,,,,,,,,,,,,,,,,,,
dDocent_Contig_73477,16,0.164,11.18,,,,6,0.874,21527733,,,,,,,,,,,,,,,,,,,
dDocent_Contig_131621,19,0.100,5.79,8,0.742,17110450,10,0.743,16232907,,,,11,0.079,1835199,,,,,,,,,,4,0.868,24895559,
dDocent_Contig_6725,4,0.693,52.88,7,0.833,23721712,5,0.161,4167357,,,,5,0.293,8475150,,,,,,,,,,,,,
dDocent_Contig_233951,21,0.675,43.46,,,,14,0.746,8316757,,,,,,,,,,,,,,,,,,,
dDocent_Contig_160256,19,0.417,24.21,,,,10,0.394,8606411,,,,,,,,,,,,,,,,,,,
dDocent_Contig_2829,7,0.044,2.52,,,,8,0.631,10332951,,,,19,0.210,5148575,,,,,,,,,,,,,
dDocent_Contig_6640,24,0.708,45.75,,,,19,0.874,23076675,,,,,,,,,,,,,,,,,,,
dDocent_Contig_65242,6,0.670,47.61,,,,23,0.243,7110607,,,,,,,,,,,,,,,,,,,
dDocent_Contig_26636,5,0.318,21.24,,,,12,0.723,18572701,,,,,,,,,,,,,,,,,,,
dDocent_Contig_21319,10,0.313,20.59,10,0.257,6179027,11,0.209,4768919,,,,4,0.740,18896599,,,,,,,,,,,,,
dDocent_Contig_20111,24,0.000,0,6,0.841,23715755,19,0.078,2053026,19,0.178,3612021,10,0.855,23893363,,,,,,,,,,7,0.107,5481373,
dDocent_Contig_134,5,0.475,31.7,,,,,,,,,,,,,,,,,,,3,0.718,11675320,,,,
dDocent_Contig_116340,22,1.000,75.92,,,,22,0.057,1145884,,,,,,,,,,,,,,,,,,,
dDocent_Contig_169103,19,0.418,24.27,8,0.407,9398003,10,0.080,1742494,,,,11,0.399,9298744,,,,,,,,,,,,,
dDocent_Contig_19799,15,0.025,1.85,,,,4,0.073,1380300,,,,,,,,,,,,,,,,,,,
dDocent_Contig_15915,20,0.296,20.72,,,,,,,,,,,,,,,,,,,,,,13,0.448,14700927,
dDocent_Contig_91640,24,0.551,35.6,,,,19,0.755,19929788,,,,,,,,,,,,,,,,,,,
dDocent_Contig_31457,18,0.962,68.86,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_125950,5,0.349,23.26,,,,12,0.763,19609006,,,,,,,,,,,,,,,,,,,
dDocent_Contig_9857,15,0.790,58.76,,,,4,0.837,15883316,,,,,,,,,,,,,,,,,,,
dDocent_Contig_35533,12,0.577,40.83,,,,24,0.165,3771716,,,,17,0.671,18565276,,,,,,,,,,,,,
dDocent_Contig_34198,6,0.525,37.28,,,,,,,,,,13,0.288,7839607,,,,,,,,,,,,,
dDocent_Contig_19146,6,0.583,41.44,20,0.414,11762087,23,0.406,11891340,,,,13,0.248,6758798,,,,,,,,,,12,0.588,20405459,
dDocent_Contig_57170,8,0.676,49.06,,,,18,0.824,16003992,,,,,,,,,,,,,3,0.683,11093457,,,,
dDocent_Contig_32599,6,0.434,30.84,,,,23,0.381,11155101,,,,,,,,,,,,,,,,,,,
dDocent_Contig_99236,12,0.789,55.83,4,0.201,5535151,24,0.291,6637894,,,,17,0.795,21988395,,,,,,,,,,,,,
dDocent_Contig_9535,14,0.877,46.67,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_147331,4,0.101,7.74,7,0.242,6887497,5,0.627,16207526,,,,5,0.882,25555581,,,,,,,,,,6,0.829,30455164,
dDocent_Contig_2507,24,0.228,14.77,6,0.281,7913597,19,0.357,9425492,19,0.760,15388337,10,0.558,15594103,9,0.406,5650429,13,0.365,4860183,6,0.601,11318196,7,0.841,42917845,
dDocent_Contig_101213,14,0.370,19.68,19,0.506,11744478,13,0.312,6177030,14,0.297,4533841,9,0.566,13020377,6,0.329,3092050,,,,14,0.822,23708569,7,0.352,17986975,
dDocent_Contig_16668,12,0.209,14.82,4,0.702,19353088,24,0.429,9786714,8,0.890,17231301,17,0.289,8007489,20,0.298,3997671,1,0.563,12939064,2,0.916,18373135,23,0.718,14918428,
dDocent_Contig_13315,15,0.501,37.23,,,,4,0.260,4944690,,,,,,,,,,,,,8,0.299,9027355,,,,
dDocent_Contig_1422,13,0.570,36.68,,,,15,0.708,16839320,,,,,,,,,,,,,,,,,,,
dDocent_Contig_205084,3,0.055,3.76,13,0.858,23701563,21,0.954,24137609,,,,21,0.653,18715950,,,,,,,,,,14,0.755,25805672,
dDocent_Contig_48250,10,0.627,41.28,10,0.614,14775485,11,0.861,19601551,3,0.982,16488522,4,0.406,10361784,22,0.062,722652,9,0.995,10497477,20,0.476,7257119,18,0.513,13448551,
dDocent_Contig_5918,19,0.140,8.09999999999999,,,,10,0.741,16187182,,,,11,0.080,1874471,,,,,,,,,,4,0.870,24947856,
dDocent_Contig_8940,17,0.235,14.31,,,,,,,7,0.292,8150084,,,,,,,7,0.639,7471117,,,,,,,
dDocent_Contig_33783,3,0.339,23.04,,,,21,0.511,12935593,,,,,,,,,,,,,,,,,,,
dDocent_Contig_28309,22,0.779,59.16,,,,22,0.064,1284026,,,,,,,,,,,,,,,,,,,
dDocent_Contig_26381,15,0.295,21.94,1B,0.374,6735507,4,0.463,8796343,,,,23,0.483,8777955,,,,,,,,,,,,,
dDocent_Contig_116658,20,0.572,40.05,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_47042,4,0.375,28.63,7,0.506,14420587,5,0.347,8964070,9,0.834,16880077,5,0.626,18127159,17,0.087,967714,,,,,,,,,,
dDocent_Contig_21053,10,0.250,16.47,,,,11,0.302,6873530,,,,,,,,,,,,,,,,,,,
dDocent_Contig_1922,6,0.354,25.12,20,0.252,7142434,23,0.603,17682286,,,,,,,,,,,,,,,,,,,
dDocent_Contig_8672,13,0.000,0,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_21227,17,0.062,3.74,,,,9,0.179,2662372,,,,,,,,,,,,,,,,,,,
dDocent_Contig_199619,8,0.524,38.06,18-21,0.501,8249966,18,0.306,5942255,21,0.634,7432394,24,0.584,11572180,10,0.473,4314298,6,0.496,3482685,,,,9,0.504,10568932,
dDocent_Contig_396511,11,0.349,23,17,0.325,7450666,2,0.189,3872752,18,0.890,14491574,7_1,0.667,15520342,16,0.396,4080917,,,,7,0.570,7877495,15,0.819,21853676,
dDocent_Contig_11137,22,0.915,69.44,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_296549,23,0.681,44.58,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_59623,19,0.186,10.78,8,0.606,13975785,10,0.811,17712391,,,,11,0.137,3199553,,,,,,,,,,4,0.794,22781876,
dDocent_Contig_85881,19,0.844,48.97,8,0.185,4275066,10,0.122,2670674,11,0.178,2981133,11,0.801,18647665,,,,,,,17,0.973,16015470,4,0.341,9767833,
dDocent_Contig_8327,8,0.503,36.52,18-21,0.483,7945212,18,0.291,5658437,,,,24,0.569,11278940,,,,6,0.473,3319207,3,0.545,8857220,9,0.488,10233884,
dDocent_Contig_9983,14,0.425,22.6,19,0.567,13161218,13,0.244,4826359,,,,9,0.505,11607284,,,,,,,,,,,,,
dDocent_Contig_275339,13,0.480,30.92,15,0.541,13820801,15,0.516,12290263,16,0.529,9581875,1,0.677,17392710,1,0.638,14833498,2,0.613,13244262,16,0.088,1661640,16,0.438,15270424,
dDocent_Contig_20038,12,0.142,10.08,,,,24,0.514,11728034,,,,17,0.219,6064491,,,,,,,,,,,,,
dDocent_Contig_13466,23,0.625,40.88,22-25,0.617,16308076,17,0.584,14706959,12,0.443,8154806,6,0.349,9732033,3,0.337,4418403,,,,,,,,,,
dDocent_Contig_32458,18,0.492,35.19,x,0.591,10513760,16,0.414,7099698,,,,18,0.329,6306738,,,,19,0.454,3300681,8,0.684,20637901,17,0.704,22349358,
dDocent_Contig_1566,4,0.534,40.72,,,,5,0.126,3260233,,,,,,,,,,,,,,,,,,,
dDocent_Contig_2225,15,0.817,60.77,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_247362,14,0.003,0.159999999999997,19,0.219,5084026,13,0.645,12747849,,,,9,0.061,1401254,6,0.651,6125211,4,0.413,4076476,14,0.637,18382310,15,0.405,10800985,
dDocent_Contig_8071,24,0.159,10.28,6,0.081,2278096,19,0.125,3295070,19,0.960,19427677,10,0.753,21026595,,,,,,,,,,,,,
dDocent_Contig_317529,11,0.374,24.67,,,,2,0.206,4225795,,,,,,,,,,,,,,,,,,,
dDocent_Contig_55010,12,0.227,16.08,4,0.699,19283977,24,0.426,9718963,8,0.886,17159489,17,0.292,8077104,20,0.301,4036051,1,0.565,12973869,2,0.913,18302725,23,0.723,15015912,
dDocent_Contig_4641,11,0.000,0,,,,,,,,,,,,,9,0.349,4863798,,,,,,,,,,
dDocent_Contig_196795,19,0.156,9.02999999999999,8,0.719,16576050,10,0.768,16785362,,,,11,0.060,1393527,,,,,,,,,,4,0.846,24256369,
dDocent_Contig_290839,23,0.203,13.29,,,,17,0.362,9112441,,,,,,,,,,,,,,,,,,,
dDocent_Contig_305886,2,0.060,3.4,,,,3,0.095,2213310,,,,,,,,,,,,,,,,,,,
dDocent_Contig_346077,18,0.734,52.55,,,,16,0.832,14275348,,,,,,,,,,,,,,,,,,,
dDocent_Contig_21452,15,0.304,22.58,1B,0.506,9112318,4,0.204,3882391,5,0.648,7936295,23,0.607,11025902,,,,,,,,,,8,0.567,16701390,
dDocent_Contig_79132,23,0.967,63.29,,,,,,,12,0.953,17534695,,,,,,,,,,,,,,,,
dDocent_Contig_37463,10,0.857,56.48,10,0.909,21853032,11,0.771,17556420,,,,,,,,,,,,,,,,,,,
dDocent_Contig_5987,21,0.736,47.33,,,,14,0.791,8815233,,,,7_2,0.832,11570085,,,,,,,,,,,,,
dDocent_Contig_1512,16,0.194,13.27,16,0.706,18231086,6,0.833,20517541,20,0.227,4482285,15,0.920,28308649,7,0.495,7074198,8,0.258,2715082,13,0.776,17011258,11,0.440,14704739,
dDocent_Contig_126019,9,0.820,64.37,,,,20,0.031,708274,,,,,,,,,,,,,,,,,,,
dDocent_Contig_105560,21,0.649,41.75,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_74363,11,0.633,41.75,17,0.735,16837312,2,0.594,12165997,18,0.513,8360664,7_1,0.422,9816562,,,,,,,,,,15,0.542,14463461,
dDocent_Contig_74477,10,0.498,32.81,10,0.398,9579020,,,,,,,4,0.609,15542751,,,,,,,,,,,,,
dDocent_Contig_146193,1,0.608,39.79,,,,1,0.754,20962637,,,,,,,,,,,,,,,,,,,
dDocent_Contig_60524,20,0.382,26.77,5,0.210,6843424,,,,2,0.710,16530732,2,0.753,22877736,13,0.368,6245342,5,0.114,1527984,,,,,,,
dDocent_Contig_135721,8,0.239,17.31,,,,18,0.573,11123060,,,,24,0.118,2334217,,,,,,,,,,,,,
dDocent_Contig_245394,18,0.467,33.44,x,0.504,8958488,,,,4,0.579,18907079,18,0.098,1885590,18,0.817,6578721,19,0.642,4671912,8,0.812,24479316,17,0.814,25833417,
dDocent_Contig_24394,6,0.341,24.26,20,0.247,7011950,23,0.599,17546564,13,0.571,11473344,13,0.500,13631670,21,0.987,14703571,12,0.095,1197597,Z,0.894,19582301,12,0.355,12304351,
dDocent_Contig_369547,9,0.519,40.75,14,0.660,18751649,20,0.269,6158087,,,,20,0.819,19465747,,,,,,,19,0.851,15105055,,,,
dDocent_Contig_130418,2,0.813,45.79,,,,3,0.490,11378650,,,,,,,,,,,,,,,,,,,
dDocent_Contig_29172,2,0.182,10.23,11,0.144,3768855,3,0.241,5585444,6,0.146,2490010,16-22,0.063,1631320,4,0.144,1989091,,,,12,0.625,11491629,13,0.352,11539897,
dDocent_Contig_35987,20,0.258,18.06,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_24886,20,0.405,28.32,5,0.210,6860086,7,0.511,15104795,,,,2,0.753,22894042,13,0.369,6261253,5,0.116,1548645,,,,,,,
dDocent_Contig_1061,12,0.000,0,,,,24,0.629,14351171,,,,,,,,,,,,,,,,,,,
dDocent_Contig_63807,21,0.635,40.85,24,0.525,7314071,14,0.176,1967444,1,0.822,23178744,7_2,0.744,10348429,,,,3,0.264,4087914,,,,,,,
dDocent_Contig_13457,22,0.779,59.13,9,0.673,15046225,22,0.376,7515296,10,0.345,5396947,3,0.545,12818310,12,0.224,2385686,,,,18,0.408,6210045,22,0.416,10998346,
