LOCUS	LEFT_LOCUS	RIGHT_LOCUS	LEFT_POS	RIGHT_POS	SUPPORT	INTERVAL_SIZE	LG
384405057	dDocent_Contig_16207	dDocent_Contig_53753	35.89	35.89	lcal	0	21
384405299	dDocent_Contig_27537	dDocent_Contig_172365	46.91	43.48	poli	3.43	3
78225631	dDocent_Contig_17168	dDocent_Contig_14875	50.33	50.33	onil	0	7
78227645	dDocent_Contig_279649	dDocent_Contig_322069	36.62	36.62	poli	0	14
78229242	dDocent_Contig_57682	dDocent_Contig_83882	7.96	7.96	gacu,lcal	0	16
78225871	dDocent_Contig_221942	dDocent_Contig_10414	26.72	26.15	tnig	0.57	12
12391112	dDocent_Contig_49203	dDocent_Contig_21587	9.75	10.41	lcal,dlab	0.66	12
109178103	dDocent_Contig_169742	dDocent_Contig_13506	47.17	47.61	dlab,poli	0.439999999999998	6
118772341	dDocent_Contig_4533	dDocent_Contig_29128	35.19	35.19	poli	0	18
78229807	dDocent_Contig_152786	dDocent_Contig_54366	42.48	41.47	dlab,poli	1.01	3
78227470	dDocent_Contig_121559	dDocent_Contig_288916	37.13	37.13	gacu,trub,onil,poli	0	20
118772422	dDocent_Contig_67109	dDocent_Contig_126711	67.07	66.91	lcal,poli	0.159999999999997	12
78227409	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
384405127	dDocent_Contig_5435	dDocent_Contig_79800	27.75	27.75	lcal,poli	0	24
115382974	dDocent_Contig_43221	dDocent_Contig_36090	44.58	44.58	lcal,onil,dlab	0	23
78225701	dDocent_Contig_84428	dDocent_Contig_252480	31.31	31.31	gacu,lcal,tnig,onil,poli	0	8
78228013	dDocent_Contig_29737	dDocent_Contig_179549	19.29	17.95	gacu,lcal,trub,onil,poli	1.34	19
118772744	dDocent_Contig_53339	dDocent_Contig_9019	25.22	24.6	lcal,poli	0.619999999999997	4
78226210	dDocent_Contig_1176	dDocent_Contig_2785	40.41	41.08	poli	0.670000000000002	9
78225515	dDocent_Contig_22346	dDocent_Contig_74477	32.54	32.81	lcal,trub,onil,dlab	0.270000000000003	10
78228129	dDocent_Contig_5061	dDocent_Contig_297018	19.3	20.49	lcal,dlab	1.19	24
109175094	dDocent_Contig_269074	dDocent_Contig_4858	34.19	31.1	gacu,lcal,onil,dlab,poli	3.09	3
78227583	dDocent_Contig_238701	dDocent_Contig_43065	9.63	9.32	poli	0.31	16
78225641	dDocent_Contig_21728	dDocent_Contig_69113	49.24	47.63	onil,poli	1.61	22
78230241	dDocent_Contig_14563	dDocent_Contig_125630	16.17	18.8	gacu,onil,dlab	2.63	24
384405515	dDocent_Contig_28238	dDocent_Contig_333677	28.97	33.15	trub	4.18	9
384404966	dDocent_Contig_2375	dDocent_Contig_74727	10.04	10.04	lcal	0	23
78229840	dDocent_Contig_99714	dDocent_Contig_178579	65.98	65.67	lcal,dlab	0.310000000000002	20
78225324	dDocent_Contig_57353	dDocent_Contig_36101	47.63	47.85	gacu,tnig,onil	0.219999999999999	19
78229164	dDocent_Contig_52162	dDocent_Contig_33316	15.8	14.56	onil	1.24	1
384404783	dDocent_Contig_172285	dDocent_Contig_48611	23.27	20.59	gacu,trub,dlab	2.68	10
384405457	dDocent_Contig_136639	dDocent_Contig_2335	58.76	58.76	onil	0	15
78229344	dDocent_Contig_28644	dDocent_Contig_89624	18.83	17.45	lcal,dlab,poli	1.38	23
109178147	dDocent_Contig_51099	dDocent_Contig_394960	43.81	43.81	gacu,lcal,onil,dlab,poli	0	10
gi|205361356|dbj|AB459461.1|	dDocent_Contig_56302	dDocent_Contig_147070	31.6	31.6	trub,tnig,dlab	0	13
384404772	dDocent_Contig_20609	dDocent_Contig_31796	35.94	39.74	trub,onil,dlab	3.8	10
gi|12641730|emb|AJ306234.1|	dDocent_Contig_190056	dDocent_Contig_2583	44.22	44.61	lcal,trub,tnig,dlab,poli	0.390000000000001	11
78227337	dDocent_Contig_333677	dDocent_Contig_125297	33.15	35.31	lcal,tnig,onil,dlab,poli	2.16	9
384405339	dDocent_Contig_137371	dDocent_Contig_84818	34.63	40.19	dlab	5.56	13
118772789	dDocent_Contig_130341	dDocent_Contig_14591	47.84	47.84	poli	0	16
78228665	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
82855516	dDocent_Contig_200778	dDocent_Contig_165225	71.39	69.38	onil	2.01000000000001	18
78229733	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
109177272	dDocent_Contig_29737	dDocent_Contig_179549	19.29	17.95	gacu,lcal,trub,onil,poli	1.34	19
78225914	dDocent_Contig_102544	dDocent_Contig_187802	13.06	10.72	gacu,lcal	2.34	18
78229360	dDocent_Contig_15153	dDocent_Contig_1291	30.97	30.97	trub,onil,dlab,poli	0	1
384404540	dDocent_Contig_20987	dDocent_Contig_376782	28.32	28.17	dlab	0.149999999999999	20
118772782	dDocent_Contig_22210	dDocent_Contig_198612	12.78	13.02	lcal,poli	0.24	19
gi|226049622|dbj|AB459049.1|	dDocent_Contig_105544	dDocent_Contig_360326	63.92	65.61	poli	1.69	4
gi|205361218|dbj|AB459323.1|	dDocent_Contig_12291	dDocent_Contig_20095	13.51	11.89	poli	1.62	22
78226140	dDocent_Contig_267577	dDocent_Contig_6644	26.51	19.74	gacu	6.77	17
384405037	dDocent_Contig_53753	dDocent_Contig_50700	35.89	36.06	lcal,dlab	0.170000000000002	21
gi|226049611|dbj|AB459038.1|	dDocent_Contig_19264	dDocent_Contig_48858	14.77	15.24	poli	0.470000000000001	24
384404970	dDocent_Contig_2375	dDocent_Contig_74727	10.04	10.04	lcal	0	23
78225312	dDocent_Contig_7326	dDocent_Contig_33478	3.56	3.56	poli	0	13
384405583	dDocent_Contig_5706	dDocent_Contig_56126	59.13	59.13	poli	0	22
78225362	dDocent_Contig_29737	dDocent_Contig_179549	19.29	17.95	gacu,lcal,trub,onil,poli	1.34	19
384404262	dDocent_Contig_86268	dDocent_Contig_371261	30.97	30.97	lcal,dlab,poli	0	1
78227127	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
384405084	dDocent_Contig_20037	dDocent_Contig_133980	33.78	33.78	lcal,onil,dlab,poli	0	8
78225599	dDocent_Contig_343391	dDocent_Contig_219112	20.91	18.6	poli	2.31	16
gi|226049621|dbj|AB459048.1|	dDocent_Contig_19718	dDocent_Contig_95836	47.18	49.2	gacu,lcal,dlab	2.02	8
33437832	dDocent_Contig_75804	dDocent_Contig_84428	30.65	31.31	poli	0.66	8
5018908	dDocent_Contig_69880	dDocent_Contig_26199	62.77	62.77	poli	0	13
78182975	dDocent_Contig_15338	dDocent_Contig_69113	45.62	47.63	trub	2.01000000000001	22
384404247	dDocent_Contig_92949	dDocent_Contig_4135	23.58	24.19	lcal,onil,dlab	0.610000000000003	1
384404738	dDocent_Contig_57288	dDocent_Contig_305441	61.91	59.85	lcal	2.06	10
gi|226022719|dbj|AB458930.1|	dDocent_Contig_20865	dDocent_Contig_15311	49.4	52.27	lcal,dlab,poli	2.87	10
384404754	dDocent_Contig_57288	dDocent_Contig_305441	61.91	59.85	lcal	2.06	10
384405011	dDocent_Contig_21841	dDocent_Contig_8979	36.62	35.67	gacu,lcal,onil,dlab	0.949999999999996	14
384405048	dDocent_Contig_360054	dDocent_Contig_63807	38.07	40.85	gacu	2.78	21
384404403	dDocent_Contig_57353	dDocent_Contig_36101	47.63	47.85	tnig,onil,dlab	0.219999999999999	19
384404569	dDocent_Contig_99714	dDocent_Contig_178579	65.98	65.67	lcal,dlab	0.310000000000002	20
gi|226049603|dbj|AB459030.1|	dDocent_Contig_23502	dDocent_Contig_99997	36.55	33.45	lcal,dlab	3.09999999999999	4
78226997	dDocent_Contig_5360	dDocent_Contig_19188	45	42.84	lcal,onil	2.16	17
384405498	dDocent_Contig_17168	dDocent_Contig_14875	50.33	50.33	onil	0	7
384404318	dDocent_Contig_114662	dDocent_Contig_21187	32.18	31.87	lcal	0.309999999999999	21
78228527	dDocent_Contig_57353	dDocent_Contig_36101	47.63	47.85	gacu,tnig,onil	0.219999999999999	19
118772773	dDocent_Contig_24383	dDocent_Contig_301685	14.58	15.62	poli	1.04	12
384405681	dDocent_Contig_1655	dDocent_Contig_79376	59.37	59.28	poli	0.0899999999999963	11
78226608	dDocent_Contig_91457	dDocent_Contig_9113	30.92	33.22	trub,tnig	2.3	2
78227183	dDocent_Contig_72913	dDocent_Contig_119372	44.07	41.91	poli	2.16	23
109175026	dDocent_Contig_41944	dDocent_Contig_134784	46.63	47.3	lcal,trub,onil,dlab,poli	0.669999999999995	19
78229991	dDocent_Contig_81798	dDocent_Contig_64197	26.72	28.51	lcal	1.79	2
384404424	dDocent_Contig_30705	dDocent_Contig_61954	51.8	39.39	onil	12.41	15
384404909	dDocent_Contig_4533	dDocent_Contig_32458	35.19	35.19	lcal,onil,dlab,poli	0	18
gi|205361268|dbj|AB459373.1|	dDocent_Contig_384622	dDocent_Contig_5062	57.12	56.72	poli	0.399999999999999	10
78229528	dDocent_Contig_30074	dDocent_Contig_23998	6.81	7.26999999999999	gacu,lcal,trub,tnig,onil,dlab	0.459999999999989	14
384404583	dDocent_Contig_17977	dDocent_Contig_153650	43.11	40.92	onil	2.19	20
384404990	dDocent_Contig_9310	dDocent_Contig_146769	22.79	24.6	gacu	1.81	14
78230486	dDocent_Contig_18636	dDocent_Contig_72018	26.62	27.28	gacu,onil,dlab	0.66	5
384404383	dDocent_Contig_189129	dDocent_Contig_19889	9.27	9.27	gacu,lcal,tnig,poli	0	15
384405386	dDocent_Contig_123429	dDocent_Contig_78100	50.9	46.39	gacu,lcal,trub,tnig,onil,dlab	4.51	12
384405341	dDocent_Contig_4692	dDocent_Contig_56759	50.47	49.16	poli	1.31	13
78227886	dDocent_Contig_289693	dDocent_Contig_48972	44.17	41.96	trub,onil,dlab,poli	2.21	4
gi|226049770|dbj|AB459197.1|	dDocent_Contig_208497	dDocent_Contig_156439	36.62	36.62	poli	0	14
gi|226022786|dbj|AB458997.1|	dDocent_Contig_729	dDocent_Contig_180392	6.54	7.78	lcal,poli	1.24	5
78227883	dDocent_Contig_19606	dDocent_Contig_118656	0	0	onil	0	24
118772712	dDocent_Contig_1724	dDocent_Contig_61134	49	49.31	poli	0.310000000000002	24
109176202	dDocent_Contig_152786	dDocent_Contig_54366	42.48	41.47	dlab,poli	1.01	3
gi|226049790|dbj|AB459217.1|	dDocent_Contig_32550	dDocent_Contig_187344	7.48999999999999	7.48999999999999	lcal	0	19
78226697	dDocent_Contig_30025	dDocent_Contig_5386	56.44	60.19	dlab	3.75	17
5039402	dDocent_Contig_97513	dDocent_Contig_12289	33.01	33.4	lcal,trub,tnig,dlab	0.390000000000001	20
5039476	dDocent_Contig_62	dDocent_Contig_23083	14.56	14.56	gacu,lcal,trub,dlab,poli	0	1
118772786	dDocent_Contig_60817	dDocent_Contig_3184	50.65	50.65	poli	0	16
gi|5734593|dbj|AB030938.1|	dDocent_Contig_126987	dDocent_Contig_159654	2.5	2	trub,tnig	0.5	17
384404973	dDocent_Contig_144102	dDocent_Contig_247362	2.16	0.159999999999997	trub,tnig,dlab	2	14
118772719	dDocent_Contig_16492	dDocent_Contig_113794	11.75	11.13	poli	0.619999999999999	22
38196319	dDocent_Contig_5988	dDocent_Contig_18848	1.54	1.54	dlab,poli	0	1
384404481	dDocent_Contig_9265	dDocent_Contig_286764	58.84	58.84	dlab	0	16
5039417	dDocent_Contig_93574	dDocent_Contig_14240	39.75	41.65	lcal,tnig,dlab	1.9	7
78225685	dDocent_Contig_29737	dDocent_Contig_179549	19.29	17.95	gacu,lcal,trub,onil,poli	1.34	19
384405190	dDocent_Contig_13164	dDocent_Contig_20310	53.81	54.42	trub	0.609999999999999	13
78229692	dDocent_Contig_14563	dDocent_Contig_125630	16.17	18.8	gacu,onil	2.63	24
384405287	dDocent_Contig_14694	dDocent_Contig_6502	56.24	53.81	poli	2.43	3
78230306	dDocent_Contig_40683	dDocent_Contig_69223	29.43	28.43	trub,tnig,onil	1	24
118772666	dDocent_Contig_21728	dDocent_Contig_69113	49.24	47.63	onil,poli	1.61	22
78228471	dDocent_Contig_63407	dDocent_Contig_378878	68.23	68.23	trub,onil	0	16
118772473	dDocent_Contig_45214	dDocent_Contig_12922	19	17.75	poli	1.25	3
109177868	dDocent_Contig_1512	dDocent_Contig_155556	13.27	11.33	gacu,dlab	1.94	16
384405654	dDocent_Contig_355	dDocent_Contig_8822	48.23	47.61	lcal,onil,dlab,poli	0.619999999999997	2
384404642	dDocent_Contig_243672	dDocent_Contig_209055	3.74	4.05	lcal,dlab,poli	0.31	17
gi|205361423|dbj|AB459489.1|	dDocent_Contig_81453	dDocent_Contig_38981	28.17	28.32	gacu,onil	0.149999999999999	20
109175510	dDocent_Contig_12674	dDocent_Contig_118320	19.91	20.25	dlab	0.34	10
384405567	dDocent_Contig_183092	dDocent_Contig_60276	50.27	52.99	lcal	2.72	7
384404619	dDocent_Contig_17168	dDocent_Contig_14875	50.33	50.33	onil	0	7
384404894	dDocent_Contig_200778	dDocent_Contig_165225	71.39	69.38	onil	2.01000000000001	18
78227786	dDocent_Contig_336119	dDocent_Contig_15823	35.77	37.32	gacu,tnig	1.55	4
78225887	dDocent_Contig_25548	dDocent_Contig_134968	31.06	31.06	poli	0	16
78227278	dDocent_Contig_9113	dDocent_Contig_16230	33.22	33.22	gacu,lcal,tnig,onil	0	2
109176096	dDocent_Contig_314714	dDocent_Contig_305597	29.75	29.42	lcal,trub,dlab	0.329999999999998	8
384404394	dDocent_Contig_32931	dDocent_Contig_13302	42.48	47.65	trub,onil,dlab	5.17	15
gi|205361266|dbj|AB459371.1|	dDocent_Contig_91457	dDocent_Contig_82625	30.92	30.37	lcal,dlab	0.550000000000001	2
384405092	dDocent_Contig_28007	dDocent_Contig_157649	33.78	33.78	gacu,onil,dlab,poli	0	8
384405158	dDocent_Contig_31210	dDocent_Contig_103135	0	0	lcal,onil,poli	0	24
gi|226022760|dbj|AB458971.1|	dDocent_Contig_558	dDocent_Contig_41885	20.6	20.3	lcal,dlab,poli	0.300000000000001	6
384405800	dDocent_Contig_60230	dDocent_Contig_355276	26.33	24.52	lcal,onil,dlab	1.81	23
78229890	dDocent_Contig_274586	dDocent_Contig_38092	19.66	20.88	gacu,lcal,dlab	1.22	8
gi|226022700|dbj|AB458911.1|	dDocent_Contig_56759	dDocent_Contig_327	49.16	47.04	poli	2.12	13
gi|226049771|dbj|AB459198.1|	dDocent_Contig_31290	dDocent_Contig_255823	28.86	25.25	onil,dlab	3.61	11
78227117	dDocent_Contig_90559	dDocent_Contig_172285	29.07	23.27	trub	5.8	10
384405725	dDocent_Contig_15823	dDocent_Contig_54942	37.32	37.63	gacu,onil,dlab,poli	0.310000000000002	4
gi|226049644|dbj|AB459071.1|	dDocent_Contig_39270	dDocent_Contig_26852	28.22	30.29	poli	2.07	19
gi|21322623|emb|AJ310420.2|	dDocent_Contig_27583	dDocent_Contig_26071	71.22	69.89	poli	1.33	18
78227123	dDocent_Contig_326304	dDocent_Contig_128759	62.35	64.69	lcal,tnig	2.34	8
384405788	dDocent_Contig_10333	dDocent_Contig_182167	45	46.54	poli	1.54	17
78229070	dDocent_Contig_269074	dDocent_Contig_4858	34.19	31.1	gacu,lcal,onil,dlab,poli	3.09	3
gi|226022802|dbj|AB459013.1|	dDocent_Contig_326304	dDocent_Contig_128759	62.35	64.69	lcal,onil	2.34	8
78226809	dDocent_Contig_57682	dDocent_Contig_83882	7.96	7.96	gacu	0	16
78227863	dDocent_Contig_3663	dDocent_Contig_11361	44.95	41.52	poli	3.43	22
384404629	dDocent_Contig_349127	dDocent_Contig_36882	6.59	6.59	lcal,onil,dlab	0	7
78229204	dDocent_Contig_249952	dDocent_Contig_214291	44.25	45.42	gacu,trub,tnig,poli	1.17	8
78226120	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
384405813	dDocent_Contig_74363	dDocent_Contig_116082	41.75	33.37	onil	8.38	11
384405416	dDocent_Contig_99410	dDocent_Contig_57634	44.5	44.19	dlab,poli	0.310000000000002	6
384404660	dDocent_Contig_10275	dDocent_Contig_4414	58.11	58.78	poli	0.670000000000002	17
78226296	dDocent_Contig_123378	dDocent_Contig_90815	59.58	56.8	lcal,onil	2.78	23
78227215	dDocent_Contig_24685	dDocent_Contig_1177	26.37	23.58	trub,onil,poli	2.79	10
78226597	dDocent_Contig_100040	dDocent_Contig_272119	42.78	44.61	trub,onil	1.83	11
118772382	dDocent_Contig_62487	dDocent_Contig_144226	59.13	59.13	lcal,onil,poli	0	22
78228971	dDocent_Contig_269074	dDocent_Contig_4858	34.19	31.1	gacu,lcal,onil,dlab,poli	3.09	3
78227655	dDocent_Contig_24685	dDocent_Contig_1177	26.37	23.58	poli	2.79	10
5019219	dDocent_Contig_4533	dDocent_Contig_29128	35.19	35.19	trub,poli	0	18
384405382	dDocent_Contig_74001	dDocent_Contig_10799	32.17	35.43	lcal	3.26	12
37362098	dDocent_Contig_4163	dDocent_Contig_17090	56.19	56.19	lcal,onil,dlab,poli	0	5
78229992	dDocent_Contig_49717	dDocent_Contig_2987	4.22	3.8	lcal,onil,dlab,poli	0.42	6
78228237	dDocent_Contig_29737	dDocent_Contig_179549	19.29	17.95	gacu,lcal,trub,onil,poli	1.34	19
109176879	dDocent_Contig_11249	dDocent_Contig_52023	10.6	10.6	gacu,onil,dlab,poli	0	23
109177942	dDocent_Contig_152786	dDocent_Contig_54366	42.48	41.47	dlab,poli	1.01	3
109176662	dDocent_Contig_21841	dDocent_Contig_8979	36.62	35.67	gacu,lcal,onil,dlab	0.949999999999996	14
384405365	dDocent_Contig_5447	dDocent_Contig_69880	62.77	62.77	poli	0	13
115383086	dDocent_Contig_17057	dDocent_Contig_106618	9.27	8.34	dlab,poli	0.93	15
384404657	dDocent_Contig_5360	dDocent_Contig_19188	45	42.84	lcal	2.16	17
78225672	dDocent_Contig_52450	dDocent_Contig_10181	11.49	11.42	lcal,trub,onil,poli	0.0700000000000003	12
384404605	dDocent_Contig_20019	dDocent_Contig_224783	24.31	26.32	poli	2.01	7
78226972	dDocent_Contig_12674	dDocent_Contig_118320	19.91	20.25	dlab	0.34	10
109177788	dDocent_Contig_30705	dDocent_Contig_61954	51.8	39.39	onil	12.41	15
78229648	dDocent_Contig_161242	dDocent_Contig_34792	54.43	54.43	poli	0	1
gi|205361318|dbj|AB459423.1|	dDocent_Contig_222999	dDocent_Contig_17099	12.38	13	lcal,trub,onil,dlab,poli	0.619999999999999	2
78226022	dDocent_Contig_75370	dDocent_Contig_1633	36.55	31.1	gacu	5.45	4
78229231	dDocent_Contig_396511	dDocent_Contig_255823	23	25.25	gacu,trub,onil,dlab	2.25	11
gi|226022699|dbj|AB458910.1|	dDocent_Contig_358491	dDocent_Contig_356616	42.71	43.33	poli	0.619999999999997	8
78227805	dDocent_Contig_9976	dDocent_Contig_374147	40.71	41.33	gacu,onil,poli	0.619999999999997	19
78227066	dDocent_Contig_57682	dDocent_Contig_83882	7.96	7.96	gacu,lcal	0	16
gi|205361286|dbj|AB459391.1|	dDocent_Contig_19718	dDocent_Contig_95836	47.18	49.2	gacu,trub,tnig	2.02	8
gi|12584623|emb|AJ305218.1|	dDocent_Contig_9983	dDocent_Contig_9310	22.6	22.79	gacu,lcal,dlab	0.189999999999998	14
78225613	dDocent_Contig_269074	dDocent_Contig_4858	34.19	31.1	gacu,lcal,onil,dlab,poli	3.09	3
384404425	dDocent_Contig_642	dDocent_Contig_195082	58.76	58.76	poli	0	15
38196329	dDocent_Contig_55010	dDocent_Contig_34141	16.08	22.33	tnig	6.25	12
78226289	dDocent_Contig_12674	dDocent_Contig_118320	19.91	20.25	dlab	0.34	10
78225420	dDocent_Contig_332610	dDocent_Contig_289693	43.5	44.17	dlab,poli	0.670000000000002	4
384404351	dDocent_Contig_11186	dDocent_Contig_21399	53.27	54.47	poli	1.2	2
384404547	dDocent_Contig_54942	dDocent_Contig_297333	37.63	38.1	gacu,trub,tnig,onil,dlab	0.469999999999999	4
78228185	dDocent_Contig_19606	dDocent_Contig_118656	0	0	onil	0	24
384404908	dDocent_Contig_53753	dDocent_Contig_50700	35.89	36.06	lcal,dlab	0.170000000000002	21
118772509	dDocent_Contig_358491	dDocent_Contig_19718	42.71	47.18	tnig	4.47	8
78229374	dDocent_Contig_12108	dDocent_Contig_20733	20.72	20.72	gacu,lcal,dlab,poli	0	20
gi|226049631|dbj|AB459058.1|	dDocent_Contig_166423	dDocent_Contig_6533	64.09	64.09	lcal,dlab,poli	0	23
78230128	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
384404532	dDocent_Contig_7017	dDocent_Contig_77672	18.37	18.22	lcal,poli	0.150000000000002	20
gi|226022737|dbj|AB458948.1|	dDocent_Contig_247362	dDocent_Contig_144102	0.159999999999997	2.16	dlab	2	14
78229141	dDocent_Contig_152786	dDocent_Contig_54366	42.48	41.47	dlab,poli	1.01	3
gi|226022741|dbj|AB458952.1|	dDocent_Contig_12034	dDocent_Contig_175067	47.72	49.56	lcal,trub,dlab	1.84	7
78227092	dDocent_Contig_19606	dDocent_Contig_118656	0	0	onil,poli	0	24
gi|205361234|dbj|AB459339.1|	dDocent_Contig_13907	dDocent_Contig_37115	12.09	12.93	lcal,trub	0.84	23
118772722	dDocent_Contig_60514	dDocent_Contig_16259	62.73	63.35	poli	0.620000000000005	12
384405091	dDocent_Contig_249952	dDocent_Contig_356616	44.25	43.33	lcal,onil,dlab	0.920000000000002	8
78227558	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
384404677	dDocent_Contig_73256	dDocent_Contig_30025	54.31	56.44	poli	2.13	17
78228046	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
gi|205361309|dbj|AB459414.1|	dDocent_Contig_13705	dDocent_Contig_386286	32.38	33.31	dlab	0.93	6
384404400	dDocent_Contig_32931	dDocent_Contig_13302	42.48	47.65	onil,dlab	5.17	15
gi|226049732|dbj|AB459159.1|	dDocent_Contig_22346	dDocent_Contig_74477	32.54	32.81	lcal,dlab	0.270000000000003	10
118772438	dDocent_Contig_2844	dDocent_Contig_125713	11.48	13.87	lcal	2.39	19
78229721	dDocent_Contig_61696	dDocent_Contig_325604	33.66	37.02	gacu,trub,tnig	3.36000000000001	5
78226504	dDocent_Contig_154408	dDocent_Contig_164687	13.88	13.88	lcal,onil,dlab,poli	0	1
gi|226069289|dbj|AB459282.1|	dDocent_Contig_51314	dDocent_Contig_73600	53.56	52.81	gacu,onil,poli	0.75	10
384405250	dDocent_Contig_303916	dDocent_Contig_91748	37.22	35.97	lcal,dlab,poli	1.25	22
115383092	dDocent_Contig_11429	dDocent_Contig_46095	34.62	34.24	poli	0.379999999999995	19
109176046	dDocent_Contig_20987	dDocent_Contig_376782	28.32	28.17	lcal,dlab	0.149999999999999	20
384405709	dDocent_Contig_303916	dDocent_Contig_91748	37.22	35.97	lcal,dlab,poli	1.25	22
gi|226049730|dbj|AB459157.1|	dDocent_Contig_113893	dDocent_Contig_30202	52.99	50.64	poli	2.35	7
109174792	dDocent_Contig_249952	dDocent_Contig_356616	44.25	43.33	gacu,lcal,trub,onil	0.920000000000002	8
gi|226022738|dbj|AB458949.1|	dDocent_Contig_56759	dDocent_Contig_327	49.16	47.04	poli	2.12	13
949326292	dDocent_Contig_22103	dDocent_Contig_4056	1.91	5	gacu	3.09	7
gi|226049742|dbj|AB459169.1|	dDocent_Contig_84804	dDocent_Contig_6885	0	0	poli	0	24
gi|6970346|dbj|AB037984.1|	dDocent_Contig_213871	dDocent_Contig_169587	64.32	63.08	lcal	1.23999999999999	6
118772349	dDocent_Contig_35702	dDocent_Contig_16925	60.77	60.77	onil,poli	0	15
384404664	dDocent_Contig_313224	dDocent_Contig_26251	42.84	42.22	lcal,onil,dlab,poli	0.620000000000005	17
118772725	dDocent_Contig_17011	dDocent_Contig_135616	51.5	54.06	poli	2.56	17
384404993	dDocent_Contig_3315	dDocent_Contig_8979	35.05	35.67	poli	0.620000000000005	14
384404805	dDocent_Contig_13350	dDocent_Contig_2154	11.28	12.64	onil	1.36	10
384405326	dDocent_Contig_55414	dDocent_Contig_329394	24.6	25.37	lcal,dlab	0.77	3
109178673	dDocent_Contig_8489	dDocent_Contig_400071	4.05	5.12	poli	1.07	17
109174784	dDocent_Contig_20987	dDocent_Contig_376782	28.32	28.17	lcal,dlab	0.149999999999999	20
384405551	dDocent_Contig_166423	dDocent_Contig_123378	64.09	59.58	lcal,dlab	4.51000000000001	23
78228657	dDocent_Contig_349127	dDocent_Contig_3156	6.59	6.59	gacu,lcal,tnig,onil,dlab,poli	0	7
384404959	dDocent_Contig_2375	dDocent_Contig_74727	10.04	10.04	lcal,tnig,dlab	0	23
78229340	dDocent_Contig_57444	dDocent_Contig_7795	13.88	13.88	gacu,lcal,tnig,onil,poli	0	1
115383018	dDocent_Contig_236388	dDocent_Contig_15689	33.1	33.72	poli	0.619999999999997	21
109175504	dDocent_Contig_42205	dDocent_Contig_88685	50.13	50.13	poli	0	9
78226169	dDocent_Contig_187802	dDocent_Contig_102544	10.72	13.06	dlab	2.34	18
384405071	dDocent_Contig_5786	dDocent_Contig_245481	65.16	64.23	poli	0.929999999999993	8
384404726	dDocent_Contig_31027	dDocent_Contig_41944	41.33	46.63	lcal	5.3	19
384405526	dDocent_Contig_2154	dDocent_Contig_9013	12.64	11.59	lcal,trub,onil,dlab,poli	1.05	10
384405529	dDocent_Contig_34060	dDocent_Contig_37112	2.14	0.670000000000002	poli	1.47	10
gi|205361334|dbj|AB459439.1|	dDocent_Contig_182167	dDocent_Contig_16645	46.54	46.94	dlab,poli	0.399999999999999	17
